E,nu,pressure,D_outer,t_wall,damage_factor,hoop_stress,axial_stress,radial_stress,von_mises_stress,utilization
189818799405.06885,0.30946217442709756,6366511.756781107,0.31899583333125475,0.019892372451884712,0.6321129325927957,74389581.76152286,37194790.88076143,-3183255.8783905534,64501864.500012934,0.15580160507249502
186654826953.0343,0.2901066940104498,6029077.481284884,0.8431822882153053,0.015294175194949501,0.9805583213076365,163460444.32388216,81730222.16194108,-3014538.740642442,141592990.95555392,0.34201205544819785
203401603865.27582,0.29458106105664716,11978716.159012597,0.6090179805211244,0.020646969390709792,0.7862110896307697,212727410.73328495,106363705.36664248,-5989358.0795062985,184324675.14733437,0.4452286839307593
186469979585.9571,0.3058522836922246,8382607.003594737,0.6818760829684797,0.023968153517114177,0.5954842595157721,191856870.77847916,95928435.38923958,-4191303.5017973683,166205779.60385948,0.4014632357581147
209674825373.0856,0.3015583789910854,11840645.294153862,0.8178735509757022,0.024295887922526686,0.5483696243522656,351593204.0190281,175796602.00951406,-5920322.647076931,304546196.9135716,0.7356188331245691
196941926128.8167,0.2985609493035146,9730910.68898429,0.44836356248557074,0.025727343751988388,0.6217067085080038,126656190.60172582,63328095.30086291,-4865455.344492145,109795335.14232184,0.2652061235321784
220000000000.0,0.30579499376267527,14163047.29464129,0.8315056258967573,0.01577250279558695,0.9323598410430534,386249547.43412995,193124773.71706498,-7081523.647320645,334576871.05801296,0.8081566933768429
200565604074.56522,0.3010865481427772,8796540.007993028,0.3055194009322278,0.024732324626620148,0.8531753868334545,54885566.990714885,27442783.495357443,-4398270.003996514,47735352.48583846,0.1153027837822185
184438880834.77725,0.30118835799249344,10741661.213302778,0.3540622401405812,0.019866738604407245,0.977091156721291,87220736.80830485,43610368.40415242,-5370830.606651389,75726075.55157623,0.18291322596999088
198321796182.41315,0.3070624254753442,7126887.791363335,0.3905760426956384,0.024186127747628187,0.6827940725040826,77152125.35482961,38576062.677414805,-3563443.8956816676,66910656.60620271,0.16161994349324324
199600490163.87927,0.30371788631354235,14096249.505926874,0.4521639503150763,0.014750137108243626,0.5181813908443136,402861113.4165247,201430556.70826235,-7048124.752963437,348959143.15279776,0.8428964810454053
196157819011.978,0.2885267696541398,11893138.654452477,0.5891785473286377,0.010804870470129862,0.9072808441680739,345504851.00751024,172752425.50375512,-5946569.327226238,299275062.841953,0.7228866252221087
186321842726.8701,0.33150333167145685,8970258.29197211,0.75522193959211,0.0275598703855785,0.6179851675524026,189911214.93585387,94955607.46792693,-4485129.145986055,164529081.17492554,0.3974132395529602
198699027669.61618,0.2944422436452355,6086525.818411356,0.36606203042036356,0.010696969194513859,0.5858921604994909,171665977.25510776,85832988.62755388,-3043262.909205678,148698242.28735164,0.35917449827862713
214398258975.71423,0.30934386505016803,10567166.949829657,0.8934562396155041,0.02807799465309824,0.5048485519596477,322456161.7398149,161228080.86990744,-5283583.474914828,279305206.6061724,0.6746502575028318
203176992954.7833,0.296111346891478,7992403.172740996,0.7161573403694184,0.022506852408715274,0.7747498249104463,156134428.44556603,78067214.22278301,-3996201.586370498,135275420.6670103,0.3267522238333582
213705873331.95377,0.30745982796975174,5248608.1522938,0.6031242430488422,0.013389686608411765,0.8909982974783267,127421674.42741099,63710837.213705495,-2624304.0761469,110381607.64954425,0.26662224069938223
207042505785.35098,0.3057718290309077,11475226.12879298,0.4290870439576556,0.01826838824070115,0.6394761884873041,199267235.09376398,99633617.54688199,-5737613.06439649,172665843.29308382,0.41706725433112035
201889187750.21164,0.30589463437461933,5040280.4942839565,0.7864115510004267,0.021457286075227986,0.9521093552895548,91968930.01546404,45984465.00773202,-2520140.2471419782,79687289.90878819,0.19248137659127582
198166598764.36365,0.29078983359014576,6531699.988301418,0.6659467554343268,0.017352024793054893,0.737987406694179,163306989.42775536,81653494.71387768,-3265849.994150709,141465703.87607044,0.3417045987344697
193769717040.60718,0.29891519071084494,7996343.8392227795,0.5879659123940277,0.010069851591917369,0.5448127656366055,420496198.7306006,210248099.3653003,-3998171.9196113897,364182337.9007586,0.879667482852074
211638815326.61865,0.3196380676480259,12045179.485677358,0.5078054233410157,0.017067691439507603,0.6491616816793999,263982704.09348634,131991352.04674317,-6022589.742838679,228695042.86842865,0.5524034851894412
195464461686.73407,0.3171105095899625,12403547.344887536,0.38349063882692574,0.01355773945422593,0.8182063889031288,201994354.14942607,100997177.07471304,-6201773.672443768,175042141.57701293,0.4228071052584853
196265844218.19464,0.28856633002096244,9417309.590295987,0.37978313388279816,0.029233552325661626,0.8144362627697568,65692010.68568298,32846005.34284149,-4708654.795147994,57085476.53235265,0.13788762447428177
201158993319.57614,0.29270143396926235,5702641.200494646,0.8979050584178511,0.026824520900885395,0.9110051322275553,99064157.19821699,49532078.599108495,-2851320.600247323,85839445.82888556,0.207341656591511
191320671582.74643,0.29353241145005243,12728966.31126853,0.7894157895312214,0.013218615689447339,0.549495607204888,678972583.6701376,339486291.8350688,-6364483.155634265,588041948.9097822,1.4203911809415029
218048031216.4853,0.280776826607369,12538484.653079212,0.7455177407937976,0.02413981870868237,0.6884096272424235,268711236.34770685,134355618.17385343,-6269242.326539606,232795188.53271806,0.562307218678063
183986400128.4247,0.3059638297942721,8538166.005232995,0.8204501322343555,0.011989097265346506,0.6471104285838802,442924566.38694066,221462283.19347033,-4269083.002616498,383607682.01572526,0.926588603902718
206950982801.11725,0.2912379859499457,6331464.110688863,0.44178690333858295,0.023378510836863535,0.5555078019950728,101359678.28968579,50679839.14484289,-3165732.0553444317,87837122.8279233,0.21216696335247173
192840065431.54593,0.3085772708554556,5193750.125029171,0.7065091343432951,0.01073580669015861,0.7182509192651445,232741048.58309427,116370524.29154713,-2596875.0625145854,201576388.82507792,0.48689948991564713
213101368556.58456,0.2994791914026546,9775533.768162167,0.7285221587154322,0.011493350147276666,0.7740814761635604,390463957.39587533,195231978.69793767,-4887766.884081083,338187029.2959934,0.8168768823574719
180000000000.0,0.3068168322603878,5616193.696935963,0.6318676943917859,0.016022351728911914,0.7227396997190033,147608958.54490575,73804479.27245288,-2808096.8484679814,127863946.79480277,0.3088501130309246
204464021569.0473,0.30596634629554675,8183945.961554719,0.5276175285488306,0.011682812649108573,0.8777561274100492,202354149.8201059,101177074.91005296,-4091972.9807773596,175291601.92359135,0.4234096664821047
202960734886.28754,0.3077580308013379,11391031.937027147,0.8534865102712397,0.017834276271912114,0.9859321961245789,265065716.74685362,132532858.37342681,-5695515.9685135735,229624289.9783035,0.5546480434258538
220000000000.0,0.31798058781522537,9453089.723119961,0.5579031066957559,0.024102971767916932,0.7473337580544326,136938919.56325325,68469459.78162663,-4726544.861559981,118686734.70397481,0.286682934067572
184063830811.18613,0.29566275013055315,7353989.123567325,0.5997020005966078,0.013667833980048671,0.9763405848342874,157890676.15980154,78945338.07990077,-3676994.5617836625,136786766.54799938,0.33040281774879077
204572641630.8852,0.2952925112336078,7188689.176305819,0.8028061804346209,0.017850431864690246,0.961866640898162,160872265.79424116,80436132.89712058,-3594344.5881529097,139365827.01418635,0.3366324324014163
198013628515.9483,0.30685615294860924,13545763.256273372,0.7328599330607447,0.014027079184970103,0.5632184963417798,614730000.1024234,307365000.0512117,-6772881.628136686,532414877.41703165,1.2860262739541828
215211014607.77686,0.2903293992119962,14225811.270735754,0.6972854743294454,0.027760283595430056,0.9115947725918562,181763298.68817186,90881649.34408593,-7112905.635367877,157572256.40664613,0.3806093149918989
188292034652.78284,0.29611293506259956,7482027.483189438,0.350532036173429,0.029459486132401066,0.5545541338863197,72786982.19871163,36393491.09935582,-3741013.741594719,63146288.62420557,0.15252726720822601
206198855689.71994,0.308024724227734,13692827.311793184,0.5173229048412814,0.013447731353978571,0.9891093326398857,252582862.6616897,126291431.33084485,-6846413.655896592,218850291.89546022,0.5286238934672952
210515691388.04504,0.3080059900648582,14994819.281409485,0.8011905957826758,0.011948660804030233,0.5485884076064131,901397044.2250521,450698522.11252606,-7497409.640704743,780668741.9479315,1.8856732897293031
185927968502.49844,0.2914753865659666,5415391.106483031,0.8976062858699182,0.018401854157301428,0.7597375641249671,168428939.70043734,84214469.85021867,-2707695.5532415155,145888870.07468805,0.35238857505963295
191686209019.7244,0.30274050093086935,12033051.803631376,0.34454672157216143,0.01077156044771766,0.9129959030656918,198755228.6105456,99377614.3052728,-6016525.901815688,172232195.767661,0.41601979654024396
203026783199.83014,0.3068441874339692,9234862.636604303,0.4174326474137589,0.01586815251467732,0.5660031170245308,205371042.35671413,102685521.17835706,-4617431.318302152,177916467.62172323,0.42974992179160204
209176995523.75687,0.2999262220955525,14785982.531064898,0.6253443604416643,0.014180760410218766,0.8887337218566962,352046894.50990415,176023447.25495207,-7392991.265532449,304971176.1304713,0.7366453529721528
204920834227.12527,0.3015895200713126,10194374.495634299,0.6635022687520458,0.028973163152088716,0.8190754718260037,132318194.01413454,66159097.00706727,-5097187.247817149,114704226.89775178,0.2770633499945695
197021374588.00424,0.29652481319002555,13039591.895410981,0.8500776886490384,0.017608579764517594,0.877980483372188,345455678.43865836,172727839.21932918,-6519795.9477054905,299244426.95451325,0.7228126254939934
186837240133.68466,0.30989523225292764,6825125.238317383,0.4084598771340852,0.029814539693776825,0.8906900809365751,45664721.78790084,22832360.89395042,-3412562.6191586917,39693774.01563712,0.09587868119719112
209655873225.45645,0.30419329379684634,11120117.903601587,0.8644087399886438,0.024256721177346813,0.6362090692619675,300314290.8163446,150157145.4081723,-5560058.951800793,260139230.4265939,0.6283556290497437
202677507984.13245,0.2870488581683385,5022123.6811304195,0.7991356475820506,0.015076011079478582,0.744717502170076,173708883.912303,86854441.9561515,-2511061.8405652097,150457262.01852342,0.3634233382089938
214021046633.39236,0.27699517634556575,11410793.144971488,0.5271453312117622,0.02055633860140805,0.916955999277137,148148440.71461958,74074220.35730979,-5705396.572485744,128427107.39824049,0.31021040434357605
198013843826.27573,0.3073713048211028,13515334.49708657,0.6291905239448933,0.010218369681869536,0.8394455436657364,482168593.63652855,241084296.81826428,-6757667.248543285,417624928.115783,1.0087558650139685
187513280367.9836,0.29946936621204756,13593444.156711135,0.6868013084096858,0.020333125132872918,0.5757307735515994,385162388.46613586,192581194.23306793,-6796722.0783555675,333629651.78130424,0.8058687241094306
207751223296.5093,0.2724647113079187,7500163.5593756195,0.3806287352059091,0.024094648227346978,0.6886524352047924,78524232.59761424,39262116.29880712,-3750081.7796878098,68107300.94591558,0.1645103887582502
202528436697.47873,0.3063008532425282,11477945.146698155,0.3958009790763571,0.01328887613804554,0.79495034756745,203543985.1809591,101771992.59047955,-5738972.573349077,176367659.2624269,0.4260088387981326
212178633578.83963,0.2900580893081178,6144717.216658704,0.4978307707894804,0.013994185606917956,0.7737186229912041,135116505.91284257,67558252.95642129,-3072358.608329352,117054653.9655284,0.2827407100616628
204515499615.81238,0.3115872584686983,11556333.144944455,0.5609174085524881,0.017447361856127344,0.732731404510501,241964937.25643268,120982468.62821634,-5778166.572472228,209627432.25797355,0.5063464547294048
199003166020.57208,0.29088018898962786,13111114.04402796,0.6562011271503355,0.029931719288139532,0.6243447797300488,217080990.21444026,108540495.10722013,-6555557.02201398,188111914.99272528,0.45437660626262144
213199753524.2169,0.31119345748777205,6389251.976764648,0.6710835507800849,0.014406769175669501,0.8863949327165012,161492213.44372657,80746106.72186328,-3194625.988382324,139892840.72968584,0.3379054123905455
207549621818.05096,0.2986279403406217,8800896.004407734,0.7451811910480178,0.020288168945559282,0.9551587776708095,160414686.8346231,80207343.41731155,-4400448.002203867,138992869.4459099,0.33573156870992726
189730057388.12714,0.2793403981246848,13066394.4067015,0.3398469085016373,0.028859617667827523,0.6213603352754407,110749098.62570119,55374549.312850595,-6533197.20335075,96133785.94699074,0.2322072124323448
194968676327.40195,0.2919496743025692,7686953.185587801,0.4771379825244174,0.013869767235832362,0.7694292533760334,164155460.32575586,82077730.16287793,-3843476.5927939005,142214744.9401431,0.34351387666701233
184966308682.26236,0.31727423232790963,10529741.358978333,0.8955829299005544,0.019846800738297646,0.8091881328091243,283068534.53624845,141534267.26812422,-5264870.6794891665,245201071.15721622,0.5922731187372372
203740777168.0528,0.30320387808507476,10816789.97788418,0.7133707180519874,0.026957757826093574,0.7625808418249884,176861493.44869864,88430746.72434932,-5408394.98894209,153262003.2331382,0.37019807544236283
195228652464.41693,0.2844571257871322,12834119.57849755,0.4760666127484276,0.0201349571018681,0.8384606221499621,168120815.0903691,84060407.54518455,-6417059.789248775,145738241.39986852,0.3520247376808418
198606883191.21603,0.2918946784538844,10894774.821528755,0.7457584981396931,0.026104495635444296,0.61648532675132,241539558.74516013,120769779.37258007,-5447387.410764378,209250311.49010974,0.5054355350002651
188409507209.60556,0.3114899834685823,12637940.928716494,0.8235670955972824,0.01390056238711191,0.7983487172469054,456305330.7605006,228152665.3802503,-6318970.464358247,395222526.62021536,0.9546437841068004
213161344179.70825,0.28825058311305707,13483879.955764636,0.48001552939634656,0.016514896657137738,0.7579817318742148,245042919.9077108,122521459.9538554,-6741939.977882318,212320461.1014632,0.512851355317544
198478852243.83484,0.3000863576421008,6261677.572984051,0.3280466573198698,0.025963927795940117,0.5864519244402181,61190117.79258652,30595058.89629326,-3130838.7864920255,53084602.646247275,0.12822367788948616
206210259718.6339,0.30271207101112835,8870056.580258155,0.6031767283878169,0.024874534919430896,0.5284415553470734,194641483.19723997,97320741.59861998,-4435028.290129078,168622803.060115,0.40730145666694445
180000000000.0,0.30349944149442065,6284991.506872324,0.8430687068943492,0.021763843798289943,0.6119512877939656,192638107.10176846,96319053.55088423,-3142495.753436162,166859088.78564176,0.40304127726000427
205599778511.25183,0.30134470176090217,6524392.700256561,0.7414143853078803,0.028595112038160956,0.7195049347904563,111031803.82635577,55515901.913177885,-3262196.3501282805,96211683.38994779,0.23239537050712025
195801932109.48486,0.28317824623120885,10105188.36076182,0.6453868048145365,0.01752468041915424,0.7683666460678874,232062328.2025869,116031164.10129344,-5052594.18038091,201035374.58879092,0.48559269224345636
186333781460.17044,0.28894738729258646,12496513.638043486,0.43876721365996674,0.022337555754546524,0.9809601491901178,112617519.89538021,56308759.94769011,-6248256.819021743,97729576.14671323,0.23606177813215756
218763886834.78226,0.3119909077068131,14337700.350364082,0.4464864754468392,0.026291860187368645,0.7458851176604729,148878985.83472723,74439492.91736361,-7168850.175182041,129132128.96183851,0.3119133549802863
213573373992.59607,0.3008292884049069,9077109.56315953,0.37008753351406376,0.025819371464091353,0.5561623405176743,107892972.34544119,53946486.172720596,-4538554.781579765,93548215.32587355,0.22596187276781052
218674534849.45468,0.29289384413325287,10656701.374781564,0.8036458054961068,0.015498493483772852,0.5136608729348144,527230873.3525138,263615436.6762569,-5328350.687390782,456626419.16898394,1.1029623651424734
195120002105.2575,0.30580631197470814,5415605.7544924775,0.6606265834514365,0.02820210403112616,0.867009069409149,67743424.51880838,33871712.25940419,-2707802.8772462388,58729982.722402014,0.14185986164831405
205262855479.1853,0.30506202371656654,5000018.142714248,0.6085256511337335,0.02949020575654,0.8960144486065387,52574148.2599465,26287074.12997325,-2500009.071357124,45599132.056443736,0.11014283105421192
192422697862.42755,0.31500053506364145,6470100.066517329,0.5687158386240989,0.017150034306054867,0.6247925745557195,165231946.90896672,82615973.45448336,-3235050.0332586644,143131627.3861699,0.3457285685656278
215254167891.19214,0.3027736164104579,7851448.862476269,0.810039396394241,0.01365750695214134,0.9570580482645263,235434060.485466,117717030.242733,-3925724.4312381344,203929666.64959654,0.49258373586859067
180177021459.63275,0.3040939460642937,13531508.734494198,0.8106771932728193,0.020928615695325194,0.8843509028220015,282814481.2676042,141407240.6338021,-6765754.367247099,245017955.55255935,0.5918308105134283
199672070900.68805,0.3040594947349511,12337438.806131715,0.6128265848174705,0.014624419447508454,0.5471842399990894,460073992.33599687,230036996.16799843,-6168719.4030658575,398483515.2387875,0.9625205682096316
218694920366.636,0.2898511261034681,11344279.344229886,0.8919822773389512,0.02691979961271387,0.9933981705590412,177849983.82898787,88924991.91449393,-5672139.672114943,154127011.68010238,0.37228746782633426
190526237867.01157,0.2995143862396778,12596317.028794197,0.3372027378116903,0.013581977629335718,0.7626775823606566,192425787.40314648,96212893.70157324,-6298158.514397099,166764593.19640717,0.40281302704446176
210507350977.64514,0.3071869076977779,13183096.32033987,0.3185843450217025,0.012186806404473734,0.901134850630144,178036396.74841422,89018198.37420711,-6591548.160169935,154324876.25952244,0.3727654015930494
193269291892.29453,0.3042898603681494,11299620.281421924,0.3203492817256189,0.01645416424324586,0.9735765425703453,101683009.43162261,50841504.715811305,-5649810.140710962,88241125.10575593,0.21314281426511092
181374780988.97034,0.28314090046611334,11895437.876604551,0.37138556167175274,0.015761575590243618,0.755782795818972,173534060.0755033,86767030.03775164,-5947718.938302276,150402552.7219712,0.3632911901496889
197035620575.916,0.3179495055992259,12116358.45166861,0.41845241713929393,0.013399461637457864,0.5109515850450517,358155834.1884159,179077917.09420794,-6058179.225834305,310231208.46867156,0.7493507450934096
204620763520.74414,0.30709839103320485,11101640.755071405,0.4003276009011897,0.010954077167858131,0.7610209754703294,255461615.34802562,127730807.67401281,-5550820.377535703,221305872.705698,0.5345552480813962
183752489679.64212,0.3234130656266155,11856765.619751563,0.6483382239961636,0.019692040040508004,0.5947357595762794,316331541.8107229,158165770.90536144,-5928382.809875782,274015289.6847223,0.6618726803978799
207779636591.00085,0.30470816170459003,9650275.459137201,0.43939498136062954,0.02428977124547617,0.6457585094730987,125516901.71987104,62758450.85993552,-4825137.729568601,108807864.68415843,0.26282092918878847
194146453111.58856,0.2938166730604704,10859400.598229822,0.876415642686223,0.014980062511778955,0.8690199570004555,354687076.9481659,177343538.47408295,-5429700.299114911,307216004.72772217,0.7420676442698603
194606087930.7505,0.2872240925318933,9270491.353798358,0.3494198301198173,0.02075633593584087,0.8789471921707839,79507810.09640773,39753905.04820386,-4635245.676899179,69011625.12381548,0.1666947466758828
208478614965.34735,0.29183883587039405,14744198.732396072,0.6990849709876663,0.024247290738439804,0.85069386760536,235108833.23508763,117554416.61754382,-7372099.366198036,203743639.03675196,0.4921343938085796
185616037740.19247,0.2957827273687129,9947788.91809002,0.8980975279707686,0.017386361496733463,0.5973060678717408,420196771.15598226,210098385.57799113,-4973894.45904501,363935069.0624969,0.879070215126804
209198636481.27454,0.2924856365359815,11000864.258744722,0.6996863546015049,0.019078023945914662,0.5607355407828205,348755711.9121934,174377855.9560967,-5500432.129372361,302081387.53843385,0.729665187290903
201801250743.08762,0.3165398133461593,13004240.565606292,0.5945362906658089,0.019606230435390094,0.7986947722115978,233860135.90650195,116930067.95325097,-6502120.282803146,202633165.9497717,0.4894520916661152
204847799439.215,0.291221896300705,9636246.77338355,0.7170152889015706,0.012344747790741507,0.9937641404324096,271969031.6274318,135984515.8137159,-4818123.386691775,235581365.85104018,0.5690371155822227
187532679295.354,0.3115011503881231,6467955.146557986,0.7542090616162234,0.019580910743062816,0.8583510218285895,138653269.17231497,69326634.58615749,-3233977.573278993,120120795.0359649,0.2901468479129587
201896957818.08447,0.3131843203517125,12937251.749708604,0.44914440475156414,0.02895559191307501,0.9657273602439225,90961670.95022152,45480835.47511076,-6468625.874854302,79040257.51002532,0.19091849640102734
199986062434.35962,0.3015501907634582,7269891.6634553615,0.8080945949676962,0.022126513477727296,0.6902527093532462,185056568.66392887,92528284.33196443,-3634945.8317276808,160304906.46093825,0.3872099189877735
188795977541.99875,0.3124447401056517,12023003.727936324,0.7298720934330608,0.01750081400271863,0.947906355173096,252465049.94900337,126232524.97450168,-6011501.863968162,218723773.83123004,0.5283182942783334
191375065977.3354,0.3120004995261013,8195060.646541811,0.889275423098804,0.02950799906944829,0.5379318314513907,221362425.9821439,110681212.99107195,-4097530.3232709053,191749269.8350511,0.463162487524278
201597446649.01804,0.30876675841232415,7088910.775316483,0.46097305242699177,0.019935413820734778,0.7695089653895653,99420041.68560639,49710020.842803195,-3544455.3876582417,86173207.44042712,0.20814784405900272
180368902876.37073,0.3031975554430226,13484276.092941977,0.7874419616453752,0.02279878233548732,0.6025226949163711,372999379.5065754,186499689.7532877,-6742138.046470989,323097290.70305645,0.7804282384131799
210201942224.5382,0.3020640947930871,14783342.131622812,0.3625460567792112,0.015086590095230494,0.7443549599585491,223851932.60369912,111925966.30184956,-7391671.065811406,194002326.2720152,0.46860465283095465
207165884216.64627,0.30863779983207795,14203160.709154706,0.33056710527229255,0.02214453140420564,0.5265416492071817,187130048.48981678,93565024.24490839,-7101580.354577353,162214899.83778742,0.391823429559873
209140724575.2209,0.2981017481186611,7210163.376026055,0.869717937069992,0.018613958431427702,0.7481778552680519,217928429.5686212,108964214.7843106,-3605081.6880130274,188765984.55405402,0.4559564844300822
192837713585.1946,0.285896824413662,14556608.905532448,0.8403291318719329,0.024535068246723964,0.7259594698660736,328827341.5483251,164413670.77416256,-7278304.452766224,284865826.5359523,0.6880817066085805
190583398400.5623,0.29618601009840523,12783185.176567882,0.3229757357672255,0.021187880748895063,0.6457999458173797,138083537.6449642,69041768.8224821,-6391592.588283941,119754540.5495165,0.289262175240378
211441983920.7174,0.29032242800763297,10411091.122020649,0.8248823805054686,0.012476408122378461,0.7410960896383703,453991019.2516642,226995509.6258321,-5205545.561010324,393202214.9930764,0.9497638043311024
211490124368.09604,0.2979946086156745,12403164.408509728,0.3438177900836409,0.01172807594016489,0.9666655211710669,175670441.54131296,87835220.77065648,-6201582.204254864,152261412.20061642,0.3677811888903778
209643316544.84537,0.2884036838027674,6765830.923078813,0.5179748933362467,0.015604352144222932,0.9313354516404451,113806588.96237746,56903294.48118873,-3382915.4615394063,98617437.02539918,0.23820636962656808
206669931287.8638,0.3027282149679432,11071829.469896963,0.559000475080873,0.027404308526892105,0.6783280425720966,155400842.26363033,77700421.13181517,-5535914.734948481,134694887.37193,0.32534996949741546
199121899742.7226,0.28098238476781706,10380521.868861591,0.8642244073612467,0.025835248437747385,0.935096996267085,175291478.0739837,87645739.03699185,-5190260.934430796,151895574.40093148,0.36689752270756393
194274984179.08075,0.29559232014323567,9978243.839791581,0.7531221978850173,0.021383586300183752,0.7555443507824933,222589274.66428268,111294637.33214134,-4989121.9198957905,192832518.61190373,0.4657790304635356
183097004477.92212,0.3032860956918828,5670088.225808486,0.6027175619416703,0.026680054091651566,0.6431163399227983,93915711.92355351,46957855.961776756,-2835044.112904243,81382788.01259534,0.19657678263911918
185992393521.36194,0.27996595150989967,9409451.058303624,0.3089539103766502,0.015250121394099208,0.9350424291446247,92525558.84744918,46262779.42372459,-4704725.529151812,80267482.34702045,0.19388280760149867
191610856266.35223,0.3092636802363001,8534962.364442654,0.5159503007711189,0.011815747442422309,0.8855839644247862,201885776.46785632,100942888.23392816,-4267481.182221327,174890284.0373431,0.422440299607109
188585510026.88345,0.29603717296607635,11691334.522606857,0.5132318150694951,0.012242957676207296,0.5045890464405196,473958779.3809379,236979389.69046894,-5845667.261303429,410501967.40080464,0.9915506458956633
198627334278.84985,0.31435342301727703,13585365.588640522,0.6628413646360564,0.014851422238904576,0.8215764394340304,355421898.0788268,177710949.0394134,-6792682.794320261,307879334.7482276,0.7436698906962019
201548847872.80304,0.27827846137457674,5442891.732021221,0.694700636450299,0.025014526872147228,0.9778478572394309,71848978.35622978,35924489.17811489,-2721445.8660106105,62282525.926034085,0.15044088387930937
211225494969.11,0.3058568279801438,13161447.696131218,0.6098563859708488,0.024219996725048838,0.6189329975375242,254560222.15765005,127280111.07882503,-6580723.848065609,220553816.46001643,0.532738687101489
202154628236.17236,0.3028712495152222,11016587.056716898,0.8060530634699684,0.0196597474981991,0.8335388761365325,259925774.76934832,129962887.38467416,-5508293.528358449,225169708.4194032,0.5438881845879304
202455167039.20917,0.2975927953933019,11396860.310716653,0.7552940901896634,0.02606030060585588,0.5025237066367405,317254429.21350926,158627214.60675463,-5698430.155358327,274809482.63829553,0.6637910208654482
202646192157.45502,0.3148592098761263,12066733.08882573,0.6264091217456077,0.026217953966125692,0.6915647511128711,196375702.03802922,98187851.01901461,-6033366.544412865,170173334.50060812,0.41104670169229013
212738120580.55902,0.2882284083862767,8973020.965892594,0.625331135673104,0.010167793352968843,0.9672048506205377,276308448.4783247,138154224.23916236,-4486510.482946297,239332191.31927878,0.5780970804813497
200138998525.83487,0.2909269044383732,12226058.81098404,0.7095521907900537,0.018897550567259447,0.5010747971058944,445844895.6769759,222922447.83848795,-6113029.40549202,386161394.2115687,0.9327569908491998
195592984645.05896,0.28726366828144423,9902751.308654085,0.4063138380265423,0.01403739556483716,0.6946007402727319,196428831.82699007,98214415.91349503,-4951375.654327042,170184401.75455922,0.41107343418975656
210334875331.7995,0.3062903827434423,14645285.02940984,0.8799857717083854,0.028694673333442094,0.9358647409785948,225309333.01484874,112654666.50742437,-7322642.51470492,195260960.64266193,0.4716448324701979
191514137240.58942,0.2856780601496699,5831226.925934098,0.8769160970777639,0.01575454472742127,0.808501720323643,194893642.16626513,97446821.08313257,-2915613.462967049,168808025.93327603,0.40774885491129476
